	text	sentiment
779	Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.	1
780	you can watch them preparing the delicious food!)	1
781	I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.	1
782	The best place to go for a tasty bowl of Pho!	1
783	I've never been more insulted or felt disrespected.	0
784	Very friendly staff.	1
785	It is worth the drive.	1
786	I had heard good things about this place, but it exceeding every hope I could have dreamed of.	1
787	Food was great and so was the serivce!	1
788	The warm beer didn't help.	1
789	Service is friendly and inviting.	1
790	Very good lunch spot.	1
791	The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.	1
792	If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.	0
793	My friend loved the salmon tartar.	1
794	Waitress was good though!	1
795	Which are small and not worth the price.	1
796	- the food is rich so order accordingly.	1
797	It was either too cold, not enough flavor or just bad.	1
798	I loved the bacon wrapped dates.	1
799	This is an unbelievable BARGAIN!	0
800	The folks at Otto always make us feel so welcome and special.	1
801	This wonderful experience made this place a must-stop whenever we are in town again.	1
802	If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.	1
803	Very very fun chef.	1
804	Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.	0
805	Everyone is very attentive, providing excellent customer service.	1
806	Horrible - don't waste your time and money.	0
807	"like the other reviewer said ""you couldn't pay me to eat at this place again."""	1
808	Much better than the other AYCE sushi place I went to in Vegas.	1
809	The lighting is just dark enough to set the mood.	1
810	Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.	1
811	Owner's are really great people.!	1
812	There is nothing privileged about working/eating there.	1
813	Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.	0
814	Now the pizza itself was good the peanut sauce was very tasty.	1
815	We had 7 at our table and the service was pretty fast.	1
816	I as well would've given godfathers zero stars if possible.	1
817	very tough and very short on flavor!	1
818	The seafood was fresh and generous in portion.	1
819	Thus far, have only visited twice and the food was absolutely delicious each time.	1
820	Just as good as when I had it more than a year ago!	1
821	For a self proclaimed coffee cafe, I was wildly disappointed.	0
822	You cant go wrong with any of the food here.	0
823	The chefs were friendly and did a good job.	1
824	I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.	1
825	I liked the patio and the service was outstanding.	1
826	The goat taco didn't skimp on the meat and wow what FLAVOR!	1
827	I had the mac salad and it was pretty bland so I will not be getting that again.	1
828	I went to Bachi Burger on a friend's recommendation and was not disappointed.	1
829	Service stinks here!	0
830	I would definitely recommend the wings as well as the pizza.	1
831	Things that went wrong: - They burned the saganaki.	0
832	We waited an hour for what was a breakfast I could have done 100 times better at home.	1
833	I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.	0
834	The staff is great, the food is delish, and they have an incredible beer selection.	1
835	I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.	1
836	You get incredibly fresh fish, prepared with care.	1
837	I love the fact that everything on their menu is worth it.	1
838	The food was excellent and service was very good.	1
839	Good beer & drink selection and good food selection.	1
840	Please stay away from the shrimp stir fried noodles.	0
841	This greedy corporation will NEVER see another dime from me!	0
842	As much as I'd like to go back, I can't get passed the atrocious service and will never return.	1
843	In the summer, you can dine in a charming outdoor patio - so very delightful.	1
844	By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.	0
845	Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.	1
846	And considering the two of us left there very full and happy for about $20, you just can't go wrong.	1
847	The only downside is the service.	0
848	Also, the fries are without a doubt the worst fries I've ever had.	0
849	Service was exceptional and food was a good as all the reviews.	1
850	A couple of months later, I returned and had an amazing meal.	1
851	The black eyed peas and sweet potatoes... UNREAL!	1
852	They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.	1
853	When my mom and I got home she immediately got sick and she only had a few bites of salad.	0
854	The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.	1
855	Both of them were truly unbelievably good, and I am so glad we went back.	1
856	We had fantastic service, and were pleased by the atmosphere.	1
857	I love this place.	1
858	There is nothing authentic about this place.	1
859	The vegetables are so fresh and the sauce feels like authentic Thai.	1
860	It's worth driving up from Tucson!	1
861	The selection was probably the worst I've seen in Vegas.....there was none.	0
862	Pretty good beer selection too.	1
863	This place is like Chipotle, but BETTER.	1
864	Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!	1
865	On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.	1
866	Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.	0
867	As always the evening was wonderful and the food delicious!	1
868	Pretty cool I would say.	1
869	Definitely a turn off for me & i doubt I'll be back unless someone else is buying.	0
870	Server did a great job handling our large rowdy table.	1
871	I find wasting food to be despicable, but this just wasn't food.	0
872	I left with a stomach ache and felt sick the rest of the day.	0
873	The dining space is tiny, but elegantly decorated and comfortable.	1
874	They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!	1
875	And the beans and rice were mediocre at best.	0
876	In an interesting part of town, this place is amazing.	1
877	RUDE & INCONSIDERATE MANAGEMENT.	0
878	They have great dinners.	1
879	The service was outshining & I definitely recommend the Halibut.	1
880	WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.	0
881	I don't recommend unless your car breaks down in front of it and you are starving.	1
882	If you want healthy authentic or ethic food, try this place.	1
883	I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;	1
884	We walked away stuffed and happy about our first Vegas buffet experience.	1
885	Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.	1
886	To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.	1
887	I'm probably one of the few people to ever go to Ians and not like it.	1
888	Kids pizza is always a hit too with lots of great side dish options for the kiddos!	1
889	Service is perfect and the family atmosphere is nice to see.	1
890	Cooked to perfection and the service was impeccable.	1
891	Overall, I was very disappointed with the quality of food at Bouchon.	0
892	Food was really good and I got full petty fast.	1
893	TOTAL WASTE OF TIME.	0
894	I don't know what kind it is but they have the best iced tea.	1
895	Come hungry, leave happy and stuffed!	1
896	I can assure you that you won't be disappointed.	1
897	I can take a little bad service but the food sucks.	0
898	I really enjoyed eating here.	1
899	Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.	1
900	From what my dinner companions told me...everything was very fresh with nice texture and taste.	1
901	On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.	1
902	We've tried to like this place but after 10+ times I think we're done with them.	1
903	What a mistake that was!	0
904	This is some seriously good pizza and I'm an expert/connisseur on the topic.	1
905	These are the nicest restaurant owners I've ever come across.	1
906	We loved the biscuits!!!	1
907	It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.	0
908	I like Steiners because it's dark and it feels like a bar.	1
909	I'd love to go back.	1
910	Anyway, this FS restaurant has a wonderful breakfast/lunch.	1
911	The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.	1
912	My ribeye steak was cooked perfectly and had great mesquite flavor.	1
913	I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.	1
914	The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.	1
915	We loved the place.	1
916	Definitely not worth the $3 I paid.	1
917	The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.	1
918	The inside is really quite nice and very clean.	1
919	The food was outstanding and the prices were very reasonable.	1
920	Don't waste your time here.	0
921	We enjoy their pizza and brunch.	1
922	The steaks are all well trimmed and also perfectly cooked.	1
923	Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.	0
924	This isn't a small family restaurant, this is a fine dining establishment.	1
925	They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.	1
926	It was attached to a gas station, and that is rarely a good sign.	1
927	How awesome is that.	1
928	The menu had so much good stuff on it i could not decide!	1
929	Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.	1
930	And then tragedy struck.	0
931	The pancake was also really good and pretty large at that.	1
932	Their monster chicken fried steak and eggs is my all time favorite.	0
933	Waitress was sweet and funny.	1
934	Cant say enough good things about this place.	1
935	I would not recommend this place.	1
936	Overall I wasn't very impressed with Noca.	1
937	I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.	1
938	Give it a try, you will be happy you did.	1
939	Everything was perfect the night we were in.	1
940	The food is very good for your typical bar food.	1
941	At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.	1
942	A greasy, unhealthy meal.	0
943	Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.	0
944	Everything was good and tasty!	1
945	The best place in Vegas for breakfast (just check out a Sat, or Sun.	1
946	If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.	1
947	An excellent new restaurant by an experienced Frenchman.	1
948	Great steak, great sides, great wine, amazing desserts.	1
949	The steak and the shrimp are in my opinion the best entrees at GC.	1
950	I had the opportunity today to sample your amazing pizzas!	1
951	Last night was my second time dining here and I was so happy I decided to go back!	1
952	"not even a ""hello, we will be right with you."""	1
953	My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.	1
954	I really do recommend this place, you can go wrong with this donut place!	1
955	I would recommend saving room for this!	1
956	I know this is not like the other restaurants at all, something is very off here!	1
957	AVOID THIS ESTABLISHMENT!	0
958	I think this restaurant suffers from not trying hard enough.	0
959	My salad had a bland vinegrette on the baby greens and hearts of Palm.	0
960	A good time!	1
961	I believe that this place is a great stop for those with a huge belly and hankering for sushi.	1
962	Generous portions and great taste.	1
963	I will never go back to this place and will never ever recommended this place to anyone!	1
964	We recently witnessed her poor quality of management towards other guests as well.	0
965	He also came back to check on us regularly, excellent service.	1
966	Our server was super nice and checked on us many times.	1
967	The pizza tasted old, super chewy in not a good way.	1
968	Service was good and the company was better!	1
969	The staff are also very friendly and efficient.	1
970	As for the service: I'm a fan, because it's quick and you're being served by some nice folks.	1
971	Boy was that sucker dry!!.	0
972	If you look for authentic Thai food, go else where.	1
973	Great food and great service in a clean and friendly setting.	1
974	All in all, I can assure you I'll be back.	1
975	I hate those things as much as cheap quality black olives.	0
976	My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.	1
977	The waitress was friendly and happy to accomodate for vegan/veggie options.	1
978	OMG I felt like I had never eaten Thai food until this dish.	1
979	"It was extremely ""crumby"" and pretty tasteless."	1
980	It was a pale color instead of nice and char and has NO flavor.	1
981	I got home to see the driest damn wings ever!	0
982	I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.	1
983	Not good for the money.	1
984	I miss it and wish they had one in Philadelphia!	0
985	We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.	1
986	They also have the best cheese crisp in town.	1
987	Good value, great food, great service.	1
988	Couldn't ask for a more satisfying meal.	1
989	!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!	0
990	The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.	0
991	My friend did not like his Bloody Mary.	1
992	Despite how hard I rate businesses, its actually rare for me to give a 1 star.	0
993	They really want to make your experience a good one.	1
994	The grilled chicken was so tender and yellow from the saffron seasoning.	1
995	Pretty awesome place.	1
996	Best of luck to the rude and non-customer service focused new management.	1
997	Any grandmother can make a roasted chicken better than this one.	1
998	The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!	1
999	Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !	1
1000	Same evening, him and I are both drastically sick.	0
1001	We were promptly greeted and seated.	1
1002	I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.	1
1003	After waiting an hour and being seated, I was not in the greatest of moods.	1
1004	This is a good joint.	1
1005	The Macarons here are insanely good.	0
1006	Maybe if they weren't cold they would have been somewhat edible.	0
1007	This place has a lot of promise but fails to deliver.	1
1008	Very bad Experience!	0
1009	Great place to relax and have an awesome burger and beer.	1
1010	Not much flavor to them, and very poorly constructed.	0
1011	The fried rice was dry as well.	0
1012	Hands down my favorite Italian restaurant!	1
1013	"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas."	1
1014	It was just not a fun experience.	1
1015	The atmosphere was great with a lovely duo of violinists playing songs we requested.	1
1016	I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).	1
1017	The owners are super friendly and the staff is courteous.	1
1018	The sweet potato tots were good but the onion rings were perfection or as close as I have had.	1
1019	And the chef was generous with his time (even came around twice so we can take pictures with him).	1
1020	The owner used to work at Nobu, so this place is really similar for half the price.	1
1021	Google mediocre and I imagine Smashburger will pop up.	0
1022	I promise they won't disappoint.	1
1023	As a sushi lover avoid this place by all means.	1
1024	What a great double cheeseburger!	1
1025	A fantastic neighborhood gem !!!	1
1026	The plantains were the worst I've ever tasted.	0
1027	It's a great place and I highly recommend it.	1
1028	Service was slow and not attentive.	0
1029	Very good food, great atmosphere.1	1
1030	Damn good steak.	1
1031	The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!	1
1032	Good food , good service .	1
1033	The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.	1
1034	The chips that came out were dripping with grease, and mostly not edible.	0
1035	I wasn't really impressed with Strip Steak.	1
1036	Our server was very nice and attentive as were the other serving staff.	1
1037	The cashier was friendly and even brought the food out to me.	1
1038	I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.	1
1039	Would not recommend to others.	1
1040	"Service is quick and even ""to go"" orders are just like we like it!"	1
1041	I mean really, how do you get so famous for your fish and chips when it's so terrible!?!	1
1042	I loved the grilled pizza, reminded me of legit Italian pizza.	1
1043	They have a really nice atmosphere.	1
1044	We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.	0
1045	The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.	1
1046	The food was great as always, compliments to the chef.	1
1047	Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.	1
1048	Great food and awesome service!	1
1049	One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.	1
1050	Overall, I like there food and the service.	1
1051	Probably never coming back, and wouldn't recommend it.	1
1052	Try them in the airport to experience some tasty food and speedy, friendly service.	1
1053	I love the decor with the Chinese calligraphy wall paper.	1
1054	Never had anything to complain about here.	0
1055	The restaurant is very clean and has a family restaurant feel to it.	1
1056	I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.	1
1057	When I opened the sandwich, I was impressed, but not in a good way.	1
1058	There was a warm feeling with the service and I felt like their guest for a special treat.	1
1059	Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.	1
1060	I got to enjoy the seafood salad, with a fabulous vinegrette.	1
1061	We were sat right on time and our server from the get go was FANTASTIC!	1
1062	Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.	1
1063	The service was poor and thats being nice.	0
1064	The place was not clean and the food oh so stale!	1
1065	The chicken dishes are OK, the beef is like shoe leather.	1
1066	"I'm so happy to be here!!!"""	1
1067	Tasted like dirt.	1
1068	It's close to my house, it's low-key, non-fancy, affordable prices, good food.	1
1069	My sashimi was poor quality being soggy and tasteless.	0
1070	What did bother me, was the slow service.	0
1071	The flair bartenders are absolutely amazing!	0
1072	Their frozen margaritas are WAY too sugary for my taste.	0
1073	These were so good we ordered them twice.	1
1074	So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.	1
1075	I had a pretty satifying experience.	1
1076	Join the club and get awesome offers via email.	1
1077	Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.	1
1078	Bland and flavorless is a good way of describing the barely tepid meat.	1
1079	I don't have very many words to say about this place, but it does everything pretty well.	1
1080	The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.	1
1081	Great atmosphere, friendly and fast service.	1
1082	Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.	1
1083	The classic Maine Lobster Roll was fantastic.	1
1084	My brother in law who works at the mall ate here same day, and guess what he was sick all night too.	1
1085	So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.	1
1086	Once you get inside you'll be impressed with the place.	1
1087	I'm super pissd.	1
1088	And service was super friendly.	1
1089	Why are these sad little vegetables so overcooked?	0
1090	This place was such a nice surprise!	1
1091	I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.	0
1092	Lastly, the mozzarella sticks, they were the best thing we ordered.	1
1093	The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.	1
1094	The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!	0
1095	The service was terrible though.	0
1096	This place is overpriced, not consistent with their boba, and it really is OVERPRICED!	1
1097	I love this place.	1
1098	The seasonal fruit was fresh white peach puree.	1
1099	It kept getting worse and worse so now I'm officially done.	0
1100	Do not waste your money here!	0
1101	I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.	1
1102	The crêpe was delicate and thin and moist.	1
1103	The service here is fair at best.	1
1104	I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.	1
1105	Do yourself a favor and stay away from this dish.	1
1106	Very poor service.	0
1107	No one at the table thought the food was above average or worth the wait that we had for it.	1
1108	Best service and food ever, Maria our server was so good and friendly she made our day.	1
1109	I paid the bill but did not tip because I felt the server did a terrible job.	0
1110	Just had lunch here and had a great experience.	1
1111	I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.	0
1112	Food is way overpriced and portions are fucking small.	0
1113	for 40 bucks a head, i really expect better food.	1
1114	The food came out at a good pace.	1
1115	I ate there twice on my last visit, and especially enjoyed the salmon salad.	1
1116	We could not believe how dirty the oysters were!	0
1117	I would not recommend this place.	1
1118	To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.	1
1119	Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!	1
1120	the potatoes were great and so was the biscuit.	1
1121	So flavorful and has just the perfect amount of heat.	1
1122	The price is reasonable and the service is great.	1
1123	The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.	1
1124	Went in for happy hour, great list of wines.	1
1125	Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!	0
1126	This place is pretty good, nice little vibe in the restaurant.	1
1127	Talk about great customer service of course we will be back.	1
1128	Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.	0
1129	I love their fries and their beans.	1
1130	Always a pleasure dealing with him.	1
1131	This place is awesome if you want something light and healthy during the summer.	1
1132	The service was great, even the manager came and helped with our table.	1
1133	The feel of the dining room was more college cooking course than high class dining and the service was slow at best.	0
1134	this is the worst sushi i have ever eat besides Costco's.	0
1135	All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.	1
1136	My boyfriend and i sat at the bar and had a completely delightful experience.	1
1137	I've had better bagels from the grocery store.	1
1138	I love the owner/chef, his one authentic Japanese cool dude!	1
1139	Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.	1
1140	We definately enjoyed ourselves.	1
1141	I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.	1
1142	On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.	1
1143	I had about two bites and refused to eat anymore.	0
1144	Seriously killer hot chai latte.	1
1145	No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.	0
1146	My boyfriend tried the Mediterranean Chicken Salad and fell in love.	0
1147	Pricing is a bit of a concern at Mellow Mushroom.	0
1148	I want to first say our server was great and we had perfect service.	1
1149	Highly unprofessional and rude to a loyal patron!	1
1150	Overall, a great experience.	1
1151	Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!	1
1152	Also, I feel like the chips are bought, not made in house.	1
1153	After the disappointing dinner we went elsewhere for dessert.	0
1154	This is my new fav Vegas buffet spot.	1
1155	I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.	1
1156	i felt insulted and disrespected, how could you talk and judge another human being like that?	1
1157	How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!	1
1158	I'm not impressed with the concept or the food.	1
1159	The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.	1
1160	There is really nothing for me at postinos, hope your experience is better	1
1161	They brought a fresh batch of fries and I was thinking yay something warm but no!	1
1162	What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.	0
1163	I could barely stomach the meal, but didn't complain because it was a business lunch.	0
1164	It was so bad, I had lost the heart to finish it.	0
1165	We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!	1
1166	The food is about on par with Denny's, which is to say, not good at all.	1
1167	If you want to wait for mediocre food and downright terrible service, then this is the place for you.	0
1168	The place was fairly clean but the food simply wasn't worth it.	1
1169	This place lacked style!!	0
1170	Don't bother coming here.	0
1171	The meat was pretty dry, I had the sliced brisket and pulled pork.	1
1172	The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.	1
1173	very slow at seating even with reservation.	0
1174	Not good by any stretch of the imagination.	1
1175	The cashew cream sauce was bland and the vegetables were undercooked.	0
1176	It was a bit too sweet, not really spicy enough, and lacked flavor.	0
1177	This place is horrible and way overpriced.	0
1178	The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.	1
1179	The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.	1
1180	Con: spotty service.	0
1181	Then our food came out, disappointment ensued.	0
1182	The real disappointment was our waiter.	0
1183	My husband said she was very rude... did not even apologize for the bad food or anything.	0
1184	Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.	1
1185	She was quite disappointed although some blame needs to be placed at her door.	0
1186	Del Taco is pretty nasty and should be avoided if possible.	1
1187	It's NOT hard to make a decent hamburger.	1
1188	But I don't like it.	1
1189	We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.	1
1190	too bad cause I know it's family owned, I really wanted to like this place.	1
1191	I vomited in the bathroom mid lunch.	0
1192	I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.	1
1193	The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).	1
1194	It lacked flavor, seemed undercooked, and dry.	0
1195	It really is impressive that the place hasn't closed down.	1
1196	I can't tell you how disappointed I was.	0
1197	Appetite instantly gone.	1
1198	Overall I was not impressed and would not go back.	1
1199	Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.	1
